"행정구역","2022년_거주자_총인구수","2022년_거주자_연령구간인구수","2022년_거주자_0~4세","2022년_거주자_5~9세","2022년_거주자_10~14세","2022년_거주자_15~19세","2022년_거주자_20~24세","2022년_거주자_25~29세","2022년_거주자_30~34세","2022년_거주자_35~39세","2022년_거주자_40~44세","2022년_거주자_45~49세","2022년_거주자_50~54세","2022년_거주자_55~59세","2022년_거주자_60~64세","2022년_거주자_65~69세","2022년_거주자_70~74세","2022년_거주자_75~79세","2022년_거주자_80~84세","2022년_거주자_85~89세","2022년_거주자_90~94세","2022년_거주자_95~99세","2022년_거주자_100세 이상","2022년_남_거주자_총인구수","2022년_남_거주자_연령구간인구수","2022년_남_거주자_0~4세","2022년_남_거주자_5~9세","2022년_남_거주자_10~14세","2022년_남_거주자_15~19세","2022년_남_거주자_20~24세","2022년_남_거주자_25~29세","2022년_남_거주자_30~34세","2022년_남_거주자_35~39세","2022년_남_거주자_40~44세","2022년_남_거주자_45~49세","2022년_남_거주자_50~54세","2022년_남_거주자_55~59세","2022년_남_거주자_60~64세","2022년_남_거주자_65~69세","2022년_남_거주자_70~74세","2022년_남_거주자_75~79세","2022년_남_거주자_80~84세","2022년_남_거주자_85~89세","2022년_남_거주자_90~94세","2022년_남_거주자_95~99세","2022년_남_거주자_100세 이상","2022년_여_거주자_총인구수","2022년_여_거주자_연령구간인구수","2022년_여_거주자_0~4세","2022년_여_거주자_5~9세","2022년_여_거주자_10~14세","2022년_여_거주자_15~19세","2022년_여_거주자_20~24세","2022년_여_거주자_25~29세","2022년_여_거주자_30~34세","2022년_여_거주자_35~39세","2022년_여_거주자_40~44세","2022년_여_거주자_45~49세","2022년_여_거주자_50~54세","2022년_여_거주자_55~59세","2022년_여_거주자_60~64세","2022년_여_거주자_65~69세","2022년_여_거주자_70~74세","2022년_여_거주자_75~79세","2022년_여_거주자_80~84세","2022년_여_거주자_85~89세","2022년_여_거주자_90~94세","2022년_여_거주자_95~99세","2022년_여_거주자_100세 이상","2023년_거주자_총인구수","2023년_거주자_연령구간인구수","2023년_거주자_0~4세","2023년_거주자_5~9세","2023년_거주자_10~14세","2023년_거주자_15~19세","2023년_거주자_20~24세","2023년_거주자_25~29세","2023년_거주자_30~34세","2023년_거주자_35~39세","2023년_거주자_40~44세","2023년_거주자_45~49세","2023년_거주자_50~54세","2023년_거주자_55~59세","2023년_거주자_60~64세","2023년_거주자_65~69세","2023년_거주자_70~74세","2023년_거주자_75~79세","2023년_거주자_80~84세","2023년_거주자_85~89세","2023년_거주자_90~94세","2023년_거주자_95~99세","2023년_거주자_100세 이상","2023년_남_거주자_총인구수","2023년_남_거주자_연령구간인구수","2023년_남_거주자_0~4세","2023년_남_거주자_5~9세","2023년_남_거주자_10~14세","2023년_남_거주자_15~19세","2023년_남_거주자_20~24세","2023년_남_거주자_25~29세","2023년_남_거주자_30~34세","2023년_남_거주자_35~39세","2023년_남_거주자_40~44세","2023년_남_거주자_45~49세","2023년_남_거주자_50~54세","2023년_남_거주자_55~59세","2023년_남_거주자_60~64세","2023년_남_거주자_65~69세","2023년_남_거주자_70~74세","2023년_남_거주자_75~79세","2023년_남_거주자_80~84세","2023년_남_거주자_85~89세","2023년_남_거주자_90~94세","2023년_남_거주자_95~99세","2023년_남_거주자_100세 이상","2023년_여_거주자_총인구수","2023년_여_거주자_연령구간인구수","2023년_여_거주자_0~4세","2023년_여_거주자_5~9세","2023년_여_거주자_10~14세","2023년_여_거주자_15~19세","2023년_여_거주자_20~24세","2023년_여_거주자_25~29세","2023년_여_거주자_30~34세","2023년_여_거주자_35~39세","2023년_여_거주자_40~44세","2023년_여_거주자_45~49세","2023년_여_거주자_50~54세","2023년_여_거주자_55~59세","2023년_여_거주자_60~64세","2023년_여_거주자_65~69세","2023년_여_거주자_70~74세","2023년_여_거주자_75~79세","2023년_여_거주자_80~84세","2023년_여_거주자_85~89세","2023년_여_거주자_90~94세","2023년_여_거주자_95~99세","2023년_여_거주자_100세 이상","2024년_거주자_총인구수","2024년_거주자_연령구간인구수","2024년_거주자_0~4세","2024년_거주자_5~9세","2024년_거주자_10~14세","2024년_거주자_15~19세","2024년_거주자_20~24세","2024년_거주자_25~29세","2024년_거주자_30~34세","2024년_거주자_35~39세","2024년_거주자_40~44세","2024년_거주자_45~49세","2024년_거주자_50~54세","2024년_거주자_55~59세","2024년_거주자_60~64세","2024년_거주자_65~69세","2024년_거주자_70~74세","2024년_거주자_75~79세","2024년_거주자_80~84세","2024년_거주자_85~89세","2024년_거주자_90~94세","2024년_거주자_95~99세","2024년_거주자_100세 이상","2024년_남_거주자_총인구수","2024년_남_거주자_연령구간인구수","2024년_남_거주자_0~4세","2024년_남_거주자_5~9세","2024년_남_거주자_10~14세","2024년_남_거주자_15~19세","2024년_남_거주자_20~24세","2024년_남_거주자_25~29세","2024년_남_거주자_30~34세","2024년_남_거주자_35~39세","2024년_남_거주자_40~44세","2024년_남_거주자_45~49세","2024년_남_거주자_50~54세","2024년_남_거주자_55~59세","2024년_남_거주자_60~64세","2024년_남_거주자_65~69세","2024년_남_거주자_70~74세","2024년_남_거주자_75~79세","2024년_남_거주자_80~84세","2024년_남_거주자_85~89세","2024년_남_거주자_90~94세","2024년_남_거주자_95~99세","2024년_남_거주자_100세 이상","2024년_여_거주자_총인구수","2024년_여_거주자_연령구간인구수","2024년_여_거주자_0~4세","2024년_여_거주자_5~9세","2024년_여_거주자_10~14세","2024년_여_거주자_15~19세","2024년_여_거주자_20~24세","2024년_여_거주자_25~29세","2024년_여_거주자_30~34세","2024년_여_거주자_35~39세","2024년_여_거주자_40~44세","2024년_여_거주자_45~49세","2024년_여_거주자_50~54세","2024년_여_거주자_55~59세","2024년_여_거주자_60~64세","2024년_여_거주자_65~69세","2024년_여_거주자_70~74세","2024년_여_거주자_75~79세","2024년_여_거주자_80~84세","2024년_여_거주자_85~89세","2024년_여_거주자_90~94세","2024년_여_거주자_95~99세","2024년_여_거주자_100세 이상"
"강원특별자치도 평창군 (5176000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40,529","40,529","549","859","1,216","1,403","1,564","1,463","1,320","1,360","2,026","2,446","3,498","4,068","5,276","4,743","2,915","2,398","1,982","1,016","338","72","17","20,990","20,990","265","406","644","755","919","915","765","718","1,101","1,314","1,912","2,160","2,770","2,524","1,453","1,125","816","341","72","12","3","19,539","19,539","284","453","572","648","645","548","555","642","925","1,132","1,586","1,908","2,506","2,219","1,462","1,273","1,166","675","266","60","14","40,246","40,246","523","798","1,183","1,383","1,456","1,415","1,328","1,334","1,915","2,344","3,300","4,075","5,051","5,055","3,149","2,402","1,921","1,165","347","83","19","20,877","20,877","246","388","625","745","866","879","770","722","1,043","1,262","1,807","2,171","2,638","2,682","1,593","1,148","804","398","77","9","4","19,369","19,369","277","410","558","638","590","536","558","612","872","1,082","1,493","1,904","2,413","2,373","1,556","1,254","1,117","767","270","74","15"
"강원특별자치도 정선군 (5177000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34,082","34,082","548","767","1,103","1,136","1,263","1,025","1,016","1,289","1,900","2,251","2,954","3,335","4,261","3,846","2,466","1,980","1,756","818","265","85","18","17,766","17,766","254","399","568","576","719","629","583","714","1,061","1,285","1,741","1,833","2,266","2,066","1,179","884","697","232","58","16","6","16,316","16,316","294","368","535","560","544","396","433","575","839","966","1,213","1,502","1,995","1,780","1,287","1,096","1,059","586","207","69","12","33,381","33,381","497","671","1,033","1,124","1,126","1,008","975","1,194","1,739","2,109","2,840","3,348","4,049","4,032","2,659","1,990","1,715","890","287","69","26","17,393","17,393","226","356","518","575","640","618","558","676","976","1,167","1,675","1,855","2,179","2,151","1,295","899","677","266","68","10","8","15,988","15,988","271","315","515","549","486","390","417","518","763","942","1,165","1,493","1,870","1,881","1,364","1,091","1,038","624","219","59","18"
"강원특별자치도 철원군 (5178000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41,349","41,349","1,244","1,414","1,531","1,749","2,150","2,377","2,348","1,899","2,353","2,510","3,217","3,378","4,102","3,587","2,190","2,174","1,908","836","272","96","14","21,420","21,420","647","695","801","921","1,292","1,585","1,371","1,051","1,245","1,317","1,761","1,771","2,133","1,801","984","973","714","267","79","11","1","19,929","19,929","597","719","730","828","858","792","977","848","1,108","1,193","1,456","1,607","1,969","1,786","1,206","1,201","1,194","569","193","85","13","40,402","40,402","1,105","1,309","1,498","1,664","1,927","2,199","2,308","1,841","2,220","2,352","3,137","3,384","3,990","3,679","2,361","2,139","1,917","984","271","103","14","20,866","20,866","558","646","773","879","1,162","1,430","1,370","1,019","1,175","1,228","1,713","1,772","2,115","1,834","1,067","992","722","320","77","13","1","19,536","19,536","547","663","725","785","765","769","938","822","1,045","1,124","1,424","1,612","1,875","1,845","1,294","1,147","1,195","664","194","90","13"
"강원특별자치도 화천군 (5179000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22,944","22,944","644","814","798","818","1,298","1,623","1,471","1,120","1,152","1,181","1,644","1,954","2,301","2,026","1,128","1,061","1,099","577","177","44","14","12,289","12,289","348","416","387","419","830","1,103","926","633","616","632","869","1,045","1,269","1,101","538","485","432","173","53","8","6","10,655","10,655","296","398","411","399","468","520","545","487","536","549","775","909","1,032","925","590","576","667","404","124","36","8","22,863","22,863","613","750","813","814","1,292","1,529","1,402","1,128","1,151","1,156","1,593","1,925","2,326","2,117","1,262","1,052","1,065","617","192","53","13","12,252","12,252","316","371","406","412","824","1,065","874","628","606","648","830","1,038","1,270","1,154","645","464","437","194","56","8","6","10,611","10,611","297","379","407","402","468","464","528","500","545","508","763","887","1,056","963","617","588","628","423","136","45","7"
"강원특별자치도 양구군 (5180000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21,024","21,024","651","803","809","1,033","1,070","1,339","1,235","1,089","1,221","1,153","1,486","1,728","2,136","1,828","986","915","907","432","163","35","5","11,047","11,047","333","391","431","508","690","875","725","592","634","618","802","917","1,121","995","477","412","348","127","40","8","3","9,977","9,977","318","412","378","525","380","464","510","497","587","535","684","811","1,015","833","509","503","559","305","123","27","2","20,586","20,586","586","746","825","975","1,028","1,184","1,223","1,009","1,211","1,121","1,394","1,709","2,095","1,902","1,109","881","903","476","173","34","2","10,756","10,756","306","361","433","494","640","739","736","549","622","600","744","912","1,091","1,021","576","379","359","148","40","6","0","9,830","9,830","280","385","392","481","388","445","487","460","589","521","650","797","1,004","881","533","502","544","328","133","28","2"
"강원특별자치도 인제군 (5181000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31,932","31,932","1,104","1,185","1,158","1,129","1,682","2,199","2,130","1,758","2,003","1,886","2,255","2,571","3,260","2,835","1,508","1,254","1,129","604","203","68","11","17,378","17,378","552","619","589","569","1,126","1,542","1,265","1,026","1,075","1,037","1,270","1,352","1,716","1,558","759","620","445","190","45","18","5","14,554","14,554","552","566","569","560","556","657","865","732","928","849","985","1,219","1,544","1,277","749","634","684","414","158","50","6","31,458","31,458","990","1,162","1,124","1,044","1,537","2,100","2,090","1,760","1,884","1,886","2,163","2,540","3,197","2,971","1,717","1,210","1,124","669","218","57","15","17,152","17,152","523","606","572","534","1,004","1,467","1,277","1,015","1,028","1,009","1,236","1,377","1,653","1,635","904","587","468","200","40","13","4","14,306","14,306","467","556","552","510","533","633","813","745","856","877","927","1,163","1,544","1,336","813","623","656","469","178","44","11"
"강원특별자치도 고성군 (5182000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27,232","27,232","560","712","770","823","1,178","1,335","1,167","1,198","1,406","1,525","2,201","2,429","3,174","2,788","1,792","1,653","1,443","749","238","78","13","13,978","13,978","284","349","403","442","716","854","678","645","765","849","1,229","1,317","1,619","1,425","867","694","543","223","57","14","5","13,254","13,254","276","363","367","381","462","481","489","553","641","676","972","1,112","1,555","1,363","925","959","900","526","181","64","8","26,927","26,927","537","666","773","805","1,041","1,285","1,190","1,174","1,377","1,409","2,138","2,429","2,998","2,891","1,971","1,615","1,460","821","255","80","12","13,802","13,802","280","339","414","424","629","797","692","647","742","778","1,197","1,301","1,538","1,503","944","701","536","264","61","13","2","13,125","13,125","257","327","359","381","412","488","498","527","635","631","941","1,128","1,460","1,388","1,027","914","924","557","194","67","10"
"강원특별자치도 양양군 (5183000000)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27,631","27,631","432","637","822","872","1,024","1,075","1,003","1,068","1,585","1,747","2,249","2,582","3,152","3,012","1,978","1,774","1,478","782","258","88","13","14,145","14,145","212","308","437","491","591","668","563","609","839","958","1,221","1,365","1,647","1,527","960","807","611","265","53","12","1","13,486","13,486","220","329","385","381","433","407","440","459","746","789","1,028","1,217","1,505","1,485","1,018","967","867","517","205","76","12","27,420","27,420","433","627","817","848","952","1,022","966","1,054","1,526","1,670","2,186","2,579","3,049","3,065","2,168","1,748","1,506","832","273","83","16","14,040","14,040","219","312","433","458","566","631","556","561","833","929","1,167","1,395","1,572","1,572","1,041","814","614","285","60","19","3","13,380","13,380","214","315","384","390","386","391","410","493","693","741","1,019","1,184","1,477","1,493","1,127","934","892","547","213","64","13"
"충청북도  (4300000000)","1,590,524","1,590,524","44,386","64,997","73,292","72,491","87,348","100,609","92,283","94,502","114,825","120,201","137,533","129,497","142,085","108,659","70,501","53,180","47,423","26,276","8,472","1,692","272","807,996","807,996","22,816","33,112","37,755","37,784","47,568","57,035","51,343","49,842","59,662","61,770","70,724","66,677","72,291","54,196","34,020","23,271","17,867","8,003","1,893","317","50","782,528","782,528","21,570","31,885","35,537","34,707","39,780","43,574","40,940","44,660","55,163","58,431","66,809","62,820","69,794","54,463","36,481","29,909","29,556","18,273","6,579","1,375","222","1,588,880","1,588,880","41,565","61,740","72,492","71,846","82,862","98,468","95,919","91,217","115,340","114,205","135,557","135,587","140,337","116,879","73,563","54,709","47,613","27,569","9,278","1,886","248","807,626","807,626","21,388","31,521","37,220","37,449","45,213","55,206","53,921","48,460","59,841","59,035","69,947","69,268","71,500","58,534","35,516","24,556","18,057","8,560","2,041","356","37","781,254","781,254","20,177","30,219","35,272","34,397","37,649","43,262","41,998","42,757","55,499","55,170","65,610","66,319","68,837","58,345","38,047","30,153","29,556","19,009","7,237","1,530","211","1,586,549","1,586,549","40,096","57,710","71,753","71,146","78,441","94,948","99,139","89,517","111,467","112,439","132,566","139,535","139,156","124,143","79,479","56,339","46,808","29,232","10,249","2,110","276","807,040","807,040","20,580","29,696","36,637","36,998","42,766","52,973","55,968","47,730","58,099","58,189","68,675","71,078","71,230","62,217","38,428","25,843","17,888","9,281","2,344","379","41","779,509","779,509","19,516","28,014","35,116","34,148","35,675","41,975","43,171","41,787","53,368","54,250","63,891","68,457","67,926","61,926","41,051","30,496","28,920","19,951","7,905","1,731","235"
"충청북도 청주시 (4311000000)","847,159","847,159","27,467","39,352","43,050","41,802","51,564","63,740","58,424","57,887","67,613","67,958","73,312","63,926","64,226","46,362","28,772","20,945","17,284","9,631","3,115","641","88","427,677","427,677","14,035","20,079","22,057","21,739","27,532","35,482","32,070","30,154","34,743","33,926","36,549","32,029","31,902","22,491","13,610","9,111","6,465","2,898","679","113","13","419,482","419,482","13,432","19,273","20,993","20,063","24,032","28,258","26,354","27,733","32,870","34,032","36,763","31,897","32,324","23,871","15,162","11,834","10,819","6,733","2,436","528","75","849,741","849,741","25,970","37,626","43,013","41,443","49,088","62,525","61,137","56,516","68,383","65,172","73,114","67,525","63,952","50,191","30,166","21,932","17,699","10,104","3,404","696","85","428,899","428,899","13,283","19,173","22,043","21,425","26,225","34,393","33,881","29,707","35,014","32,863","36,592","33,414","31,887","24,400","14,255","9,718","6,655","3,107","722","132","10","420,842","420,842","12,687","18,453","20,970","20,018","22,863","28,132","27,256","26,809","33,369","32,309","36,522","34,111","32,065","25,791","15,911","12,214","11,044","6,997","2,682","564","75","852,063","852,063","25,380","35,353","42,836","41,314","46,856","60,083","63,723","56,011","66,724","64,641","72,189","70,226","64,285","53,677","32,841","22,878","17,639","10,747","3,799","770","91","430,134","430,134","12,936","18,150","21,810","21,388","25,024","32,751","35,473","29,483","34,371","32,781","36,268","34,612","32,174","26,016","15,527","10,320","6,661","3,391","868","116","14","421,929","421,929","12,444","17,203","21,026","19,926","21,832","27,332","28,250","26,528","32,353","31,860","35,921","35,614","32,111","27,661","17,314","12,558","10,978","7,356","2,931","654","77"
"충청북도 청주시 상당구 (4311100000)","195,933","195,933","6,222","9,174","10,009","9,747","11,335","12,559","11,558","12,306","14,967","15,609","17,505","15,840","15,972","11,859","7,444","5,515","4,683","2,611","806","188","24","97,297","97,297","3,135","4,660","5,158","5,009","6,150","6,747","6,043","6,234","7,532","7,655","8,614","7,893","7,982","5,862","3,503","2,380","1,737","790","175","34","4","98,636","98,636","3,087","4,514","4,851","4,738","5,185","5,812","5,515","6,072","7,435","7,954","8,891","7,947","7,990","5,997","3,941","3,135","2,946","1,821","631","154","20","200,066","200,066","6,150","9,010","10,292","9,802","10,678","12,526","12,503","12,390","15,606","15,090","17,711","16,871","16,086","12,845","7,940","5,815","4,826","2,822","884","196","23","99,353","99,353","3,128","4,481","5,334","5,050","5,779","6,676","6,563","6,348","7,846","7,461","8,773","8,297","8,075","6,288","3,803","2,535","1,843","855","172","42","4","100,713","100,713","3,022","4,529","4,958","4,752","4,899","5,850","5,940","6,042","7,760","7,629","8,938","8,574","8,011","6,557","4,137","3,280","2,983","1,967","712","154","19","197,451","197,451","5,781","8,397","10,260","9,560","9,874","11,645","12,610","11,884","14,947","14,674","17,267","17,166","16,253","13,580","8,582","6,001","4,759","2,981","977","227","26","97,980","97,980","2,914","4,217","5,267","4,931","5,401","6,194","6,635","6,048","7,532","7,336","8,596","8,342","8,175","6,631","4,115","2,663","1,812","916","214","36","5","99,471","99,471","2,867","4,180","4,993","4,629","4,473","5,451","5,975","5,836","7,415","7,338","8,671","8,824","8,078","6,949","4,467","3,338","2,947","2,065","763","191","21"
"충청북도 청주시 서원구 (4311200000)","190,641","190,641","4,702","7,029","9,120","9,887","13,233","14,253","11,317","10,620","13,377","15,232","17,719","15,578","15,981","11,860","7,511","5,434","4,389","2,457","765","159","18","95,052","95,052","2,449","3,580","4,681","5,177","7,068","7,875","6,215","5,475","6,724","7,417","8,662","7,753","7,766","5,677","3,479","2,392","1,668","793","173","27","1","95,589","95,589","2,253","3,449","4,439","4,710","6,165","6,378","5,102","5,145","6,653","7,815","9,057","7,825","8,215","6,183","4,032","3,042","2,721","1,664","592","132","17","185,693","185,693","4,182","6,393","8,506","9,419","12,544","13,600","11,343","9,757","12,832","13,938","17,139","16,244","15,670","12,673","7,767","5,672","4,460","2,508","859","168","19","92,383","92,383","2,160","3,310","4,342","4,898","6,665","7,442","6,250","5,085","6,422","6,853","8,365","7,989","7,653","6,137","3,536","2,537","1,671","840","195","32","1","93,310","93,310","2,022","3,083","4,164","4,521","5,879","6,158","5,093","4,672","6,410","7,085","8,774","8,255","8,017","6,536","4,231","3,135","2,789","1,668","664","136","18","181,042","181,042","3,791","5,666","8,083","9,078","11,852","12,881","11,299","9,201","11,787","13,319","16,333","16,541","15,337","13,295","8,374","5,883","4,515","2,659","945","182","21","90,041","90,041","1,915","2,944","4,150","4,689","6,249","7,065","6,283","4,883","5,898","6,554","8,000","8,102","7,543","6,389","3,874","2,611","1,726","899","235","30","2","91,001","91,001","1,876","2,722","3,933","4,389","5,603","5,816","5,016","4,318","5,889","6,765","8,333","8,439","7,794","6,906","4,500","3,272","2,789","1,760","710","152","19"
"충청북도 청주시 흥덕구 (4311300000)","267,193","267,193","9,564","12,793","13,431","12,909","16,175","22,709","21,170","19,857","22,004","21,446","23,091","19,668","18,912","12,836","7,741","5,338","4,178","2,368","824","154","25","135,787","135,787","4,806","6,601","6,872","6,707","8,503","12,632","11,620","10,381","11,305","10,707","11,564","9,835","9,494","6,239","3,706","2,332","1,563","712","170","32","6","131,406","131,406","4,758","6,192","6,559","6,202","7,672","10,077","9,550","9,476","10,699","10,739","11,527","9,833","9,418","6,597","4,035","3,006","2,615","1,656","654","122","19","273,726","273,726","9,498","12,691","13,751","12,908","15,501","22,691","23,210","20,498","22,893","20,975","23,213","20,959","19,125","14,126","8,129","5,647","4,368","2,449","888","182","24","139,265","139,265","4,779","6,556","7,015","6,677","8,245","12,384","12,960","10,835","11,760","10,541","11,657","10,352","9,614","6,830","3,903","2,555","1,620","758","185","34","5","134,461","134,461","4,719","6,135","6,736","6,231","7,256","10,307","10,250","9,663","11,133","10,434","11,556","10,607","9,511","7,296","4,226","3,092","2,748","1,691","703","148","19","284,899","284,899","10,140","12,707","14,084","13,190","15,135","22,526","25,677","21,748","23,608","21,543","23,589","22,413","19,765","15,523","8,979","6,057","4,379","2,632","984","195","25","145,009","145,009","5,144","6,579","7,123","6,878","8,004","12,188","14,364","11,448","12,363","10,854","11,860","10,998","9,921","7,490","4,259","2,829","1,624","834","213","32","4","139,890","139,890","4,996","6,128","6,961","6,312","7,131","10,338","11,313","10,300","11,245","10,689","11,729","11,415","9,844","8,033","4,720","3,228","2,755","1,798","771","163","21"
"충청북도 청주시 청원구 (4311400000)","193,392","193,392","6,979","10,356","10,490","9,259","10,821","14,219","14,379","15,104","17,265","15,671","14,997","12,840","13,361","9,807","6,076","4,658","4,034","2,195","720","140","21","99,541","99,541","3,645","5,238","5,346","4,846","5,811","8,228","8,192","8,064","9,182","8,147","7,709","6,548","6,660","4,713","2,922","2,007","1,497","603","161","20","2","93,851","93,851","3,334","5,118","5,144","4,413","5,010","5,991","6,187","7,040","8,083","7,524","7,288","6,292","6,701","5,094","3,154","2,651","2,537","1,592","559","120","19","190,256","190,256","6,140","9,532","10,464","9,314","10,365","13,708","14,081","13,871","17,052","15,169","15,051","13,451","13,071","10,547","6,330","4,798","4,045","2,325","773","150","19","97,898","97,898","3,216","4,826","5,352","4,800","5,536","7,891","8,108","7,439","8,986","8,008","7,797","6,776","6,545","5,145","3,013","2,091","1,521","654","170","24","0","92,358","92,358","2,924","4,706","5,112","4,514","4,829","5,817","5,973","6,432","8,066","7,161","7,254","6,675","6,526","5,402","3,317","2,707","2,524","1,671","603","126","19","188,671","188,671","5,668","8,583","10,409","9,486","9,995","13,031","14,137","13,178","16,382","15,105","15,000","14,106","12,930","11,279","6,906","4,937","3,986","2,475","893","166","19","97,104","97,104","2,963","4,410","5,270","4,890","5,370","7,304","8,191","7,104","8,578","8,037","7,812","7,170","6,535","5,506","3,279","2,217","1,499","742","206","18","3","91,567","91,567","2,705","4,173","5,139","4,596","4,625","5,727","5,946","6,074","7,804","7,068","7,188","6,936","6,395","5,773","3,627","2,720","2,487","1,733","687","148","16"
"충청북도 충주시 (4313000000)","207,674","207,674","5,205","7,717","9,058","9,105","10,795","11,621","11,042","11,276","14,167","15,561","18,385","17,771","20,065","15,393","9,931","7,899","7,302","3,847","1,241","255","38","105,123","105,123","2,669","3,883","4,672","4,742","6,000","6,815","6,327","6,012","7,325","7,972","9,338","9,150","10,179","7,663","4,667","3,399","2,783","1,187","275","57","8","102,551","102,551","2,536","3,834","4,386","4,363","4,795","4,806","4,715","5,264","6,842","7,589","9,047","8,621","9,886","7,730","5,264","4,500","4,519","2,660","966","198","30","207,161","207,161","4,908","7,304","8,827","9,037","10,256","11,462","11,410","10,941","14,231","14,671","17,875","18,493","19,779","16,582","10,341","8,069","7,188","4,079","1,389","277","42","105,065","105,065","2,518","3,675","4,502","4,771","5,748","6,632","6,604","5,929","7,365","7,518","9,104","9,489","10,030","8,337","4,827","3,574","2,750","1,305","323","55","9","102,096","102,096","2,390","3,629","4,325","4,266","4,508","4,830","4,806","5,012","6,866","7,153","8,771","9,004","9,749","8,245","5,514","4,495","4,438","2,774","1,066","222","33","206,591","206,591","4,660","6,839","8,666","8,893","9,735","11,240","11,695","10,607","13,654","14,300","17,455","19,076","19,356","17,725","11,261","8,031","7,066","4,425","1,550","312","45","104,754","104,754","2,380","3,509","4,399","4,627","5,441","6,529","6,764","5,805","7,143","7,257","8,950","9,705","9,817","8,894","5,331","3,589","2,750","1,437","353","66","8","101,837","101,837","2,280","3,330","4,267","4,266","4,294","4,711","4,931","4,802","6,511","7,043","8,505","9,371","9,539","8,831","5,930","4,442","4,316","2,988","1,197","246","37"
"충청북도 제천시 (4315000000)","130,636","130,636","2,979","4,531","5,417","5,976","7,538","6,630","5,631","6,199","7,975","9,004","11,669","11,335","13,654","11,068","7,323","5,522","4,877","2,419","705","151","33","65,630","65,630","1,534","2,318","2,749","3,108","4,066","3,821","3,064","3,295","4,084","4,579","6,010","5,795","6,825","5,532","3,544","2,441","1,866","809","163","22","5","65,006","65,006","1,445","2,213","2,668","2,868","3,472","2,809","2,567","2,904","3,891","4,425","5,659","5,540","6,829","5,536","3,779","3,081","3,011","1,610","542","129","28","129,851","129,851","2,754","4,286","5,216","5,960","7,553","6,440","5,742","5,815","7,950","8,326","11,088","11,853","13,197","11,868","7,681","5,628","4,863","2,639","802","164","26","65,261","65,261","1,440","2,201","2,622","3,107","4,095","3,665","3,205","3,073","4,076","4,269","5,703","6,085","6,583","5,905","3,749","2,520","1,881","875","180","23","4","64,590","64,590","1,314","2,085","2,594","2,853","3,458","2,775","2,537","2,742","3,874","4,057","5,385","5,768","6,614","5,963","3,932","3,108","2,982","1,764","622","141","22","128,220","128,220","2,589","3,928","5,114","5,629","6,974","6,327","5,800","5,532","7,570","8,003","10,636","12,149","12,679","12,443","8,329","5,713","4,864","2,820","897","192","32","64,559","64,559","1,390","2,039","2,542","2,939","3,768","3,610","3,300","2,950","3,887","4,108","5,473","6,224","6,388","6,188","4,071","2,579","1,913","943","211","33","3","63,661","63,661","1,199","1,889","2,572","2,690","3,206","2,717","2,500","2,582","3,683","3,895","5,163","5,925","6,291","6,255","4,258","3,134","2,951","1,877","686","159","29"
"충청북도 보은군 (4372000000)","31,378","31,378","474","752","945","1,004","1,180","940","830","1,070","1,408","1,600","2,348","3,001","4,042","3,514","2,439","1,970","2,058","1,244","459","88","12","15,838","15,838","243","386","505","533","714","567","475","568","775","881","1,288","1,645","2,173","1,789","1,213","853","739","370","101","19","1","15,540","15,540","231","366","440","471","466","373","355","502","633","719","1,060","1,356","1,869","1,725","1,226","1,117","1,319","874","358","69","11","30,938","30,938","384","725","921","947","1,052","897","844","987","1,355","1,491","2,231","3,020","3,913","3,725","2,528","1,969","2,045","1,281","509","106","8","15,629","15,629","196","379","481","520","611","537","481","528","752","827","1,222","1,665","2,088","1,913","1,256","912","739","389","109","22","2","15,309","15,309","188","346","440","427","441","360","363","459","603","664","1,009","1,355","1,825","1,812","1,272","1,057","1,306","892","400","84","6","30,458","30,458","369","662","857","945","945","872","840","914","1,244","1,417","2,120","2,946","3,799","3,902","2,654","2,042","1,936","1,335","535","118","6","15,467","15,467","187","355","453","517","553","511","479","494","677","797","1,187","1,624","2,040","2,038","1,317","978","698","417","118","24","3","14,991","14,991","182","307","404","428","392","361","361","420","567","620","933","1,322","1,759","1,864","1,337","1,064","1,238","918","417","94","3"
